filepaths,labels,data set
Database\test\rhombus\rhombus-2185.jpg,rhombus,test
Database\test\rhombus\rhombus-2186.jpg,rhombus,test
Database\test\rhombus\rhombus-2187.jpg,rhombus,test
Database\test\rhombus\rhombus-2188.jpg,rhombus,test
Database\test\rhombus\rhombus-2189.jpg,rhombus,test
Database\test\rhombus\rhombus-2190.jpg,rhombus,test
Database\test\rhombus\rhombus-2191.jpg,rhombus,test
Database\test\rhombus\rhombus-2192.jpg,rhombus,test
Database\test\rhombus\rhombus-2193.jpg,rhombus,test
Database\test\rhombus\rhombus-2194.jpg,rhombus,test
Database\test\rhombus\rhombus-2195.jpg,rhombus,test
Database\test\rhombus\rhombus-2196.jpg,rhombus,test
Database\test\rhombus\rhombus-2197.jpg,rhombus,test
Database\test\rhombus\rhombus-2198.jpg,rhombus,test
Database\test\rhombus\rhombus-2199.jpg,rhombus,test
Database\test\rhombus\rhombus-2200.jpg,rhombus,test
Database\test\rhombus\rhombus-2201.jpg,rhombus,test
Database\test\rhombus\rhombus-2202.jpg,rhombus,test
Database\test\rhombus\rhombus-2203.jpg,rhombus,test
Database\test\rhombus\rhombus-2204.jpg,rhombus,test
Database\test\rhombus\rhombus-2205.jpg,rhombus,test
Database\test\rhombus\rhombus-2206.jpg,rhombus,test
Database\test\rhombus\rhombus-2207.jpg,rhombus,test
Database\test\rhombus\rhombus-2208.jpg,rhombus,test
Database\test\rhombus\rhombus-2209.jpg,rhombus,test
Database\test\rhombus\rhombus-2210.jpg,rhombus,test
Database\test\rhombus\rhombus-2211.jpg,rhombus,test
Database\test\rhombus\rhombus-2212.jpg,rhombus,test
Database\test\rhombus\rhombus-2213.jpg,rhombus,test
Database\test\rhombus\rhombus-2214.jpg,rhombus,test
Database\test\rhombus\rhombus-2215.jpg,rhombus,test
Database\test\rhombus\rhombus-2216.jpg,rhombus,test
Database\test\rhombus\rhombus-2217.jpg,rhombus,test
Database\test\rhombus\rhombus-2218.jpg,rhombus,test
Database\test\rhombus\rhombus-2219.jpg,rhombus,test
Database\test\rhombus\rhombus-2220.jpg,rhombus,test
Database\test\rhombus\rhombus-2221.jpg,rhombus,test
Database\test\rhombus\rhombus-2222.jpg,rhombus,test
Database\test\rhombus\rhombus-2223.jpg,rhombus,test
Database\test\rhombus\rhombus-2224.jpg,rhombus,test
Database\test\rhombus\rhombus-2225.jpg,rhombus,test
Database\test\rhombus\rhombus-2226.jpg,rhombus,test
Database\test\rhombus\rhombus-2227.jpg,rhombus,test
Database\test\rhombus\rhombus-2228.jpg,rhombus,test
Database\test\rhombus\rhombus-2229.jpg,rhombus,test
Database\test\rhombus\rhombus-2230.jpg,rhombus,test
Database\test\rhombus\rhombus-2231.jpg,rhombus,test
Database\test\rhombus\rhombus-2232.jpg,rhombus,test
Database\test\rhombus\rhombus-2233.jpg,rhombus,test
Database\test\rhombus\rhombus-2234.jpg,rhombus,test
Database\test\rhombus\rhombus-2235.jpg,rhombus,test
Database\test\rhombus\rhombus-2236.jpg,rhombus,test
Database\test\rhombus\rhombus-2237.jpg,rhombus,test
Database\test\rhombus\rhombus-2238.jpg,rhombus,test
Database\test\rhombus\rhombus-2239.jpg,rhombus,test
Database\test\rhombus\rhombus-2240.jpg,rhombus,test
Database\test\rhombus\rhombus-2241.jpg,rhombus,test
Database\test\rhombus\rhombus-2242.jpg,rhombus,test
Database\test\rhombus\rhombus-2243.jpg,rhombus,test
Database\test\rhombus\rhombus-2244.jpg,rhombus,test
Database\test\rhombus\rhombus-2245.jpg,rhombus,test
Database\test\rhombus\rhombus-2246.jpg,rhombus,test
Database\test\rhombus\rhombus-2247.jpg,rhombus,test
Database\test\rhombus\rhombus-2248.jpg,rhombus,test
Database\test\rhombus\rhombus-2249.jpg,rhombus,test
Database\test\rhombus\rhombus-2250.jpg,rhombus,test
Database\test\rhombus\rhombus-2251.jpg,rhombus,test
Database\test\rhombus\rhombus-2252.jpg,rhombus,test
Database\test\rhombus\rhombus-2253.jpg,rhombus,test
Database\test\rhombus\rhombus-2254.jpg,rhombus,test
Database\test\rhombus\rhombus-2255.jpg,rhombus,test
Database\test\rhombus\rhombus-2256.jpg,rhombus,test
Database\test\rhombus\rhombus-2257.jpg,rhombus,test
Database\test\rhombus\rhombus-2258.jpg,rhombus,test
Database\test\rhombus\rhombus-2259.jpg,rhombus,test
Database\test\rhombus\rhombus-2260.jpg,rhombus,test
Database\test\rhombus\rhombus-2261.jpg,rhombus,test
Database\test\rhombus\rhombus-2262.jpg,rhombus,test
Database\test\rhombus\rhombus-2263.jpg,rhombus,test
Database\test\rhombus\rhombus-2264.jpg,rhombus,test
Database\test\rhombus\rhombus-2265.jpg,rhombus,test
Database\test\rhombus\rhombus-2266.jpg,rhombus,test
Database\test\rhombus\rhombus-2267.jpg,rhombus,test
Database\test\rhombus\rhombus-2268.jpg,rhombus,test
Database\test\rhombus\rhombus-2269.jpg,rhombus,test
Database\test\rhombus\rhombus-2270.jpg,rhombus,test
Database\test\rhombus\rhombus-2271.jpg,rhombus,test
Database\test\rhombus\rhombus-2272.jpg,rhombus,test
Database\test\rhombus\rhombus-2273.jpg,rhombus,test
Database\test\rhombus\rhombus-2274.jpg,rhombus,test
Database\test\rhombus\rhombus-2275.jpg,rhombus,test
Database\test\rhombus\rhombus-2276.jpg,rhombus,test
Database\test\rhombus\rhombus-2277.jpg,rhombus,test
Database\test\rhombus\rhombus-2278.jpg,rhombus,test
Database\test\rhombus\rhombus-2279.jpg,rhombus,test
Database\test\rhombus\rhombus-2280.jpg,rhombus,test
Database\test\rhombus\rhombus-2281.jpg,rhombus,test
Database\test\rhombus\rhombus-2282.jpg,rhombus,test
Database\test\rhombus\rhombus-2283.jpg,rhombus,test
Database\test\rhombus\rhombus-2284.jpg,rhombus,test
Database\test\rhombus\rhombus-2285.jpg,rhombus,test
Database\test\rhombus\rhombus-2286.jpg,rhombus,test
Database\test\rhombus\rhombus-2287.jpg,rhombus,test
Database\test\rhombus\rhombus-2288.jpg,rhombus,test
Database\test\rhombus\rhombus-2289.jpg,rhombus,test
Database\test\rhombus\rhombus-2290.jpg,rhombus,test
Database\test\rhombus\rhombus-2291.jpg,rhombus,test
Database\test\rhombus\rhombus-2292.jpg,rhombus,test
Database\test\rhombus\rhombus-2293.jpg,rhombus,test
Database\test\rhombus\rhombus-2294.jpg,rhombus,test
Database\test\rhombus\rhombus-2295.jpg,rhombus,test
Database\test\rhombus\rhombus-2296.jpg,rhombus,test
Database\test\rhombus\rhombus-2297.jpg,rhombus,test
Database\test\rhombus\rhombus-2298.jpg,rhombus,test
Database\test\rhombus\rhombus-2299.jpg,rhombus,test
Database\test\rhombus\rhombus-2300.jpg,rhombus,test
Database\test\rhombus\rhombus-2301.jpg,rhombus,test
Database\test\rhombus\rhombus-2302.jpg,rhombus,test
Database\test\rhombus\rhombus-2303.jpg,rhombus,test
Database\test\rhombus\rhombus-2304.jpg,rhombus,test
Database\test\rhombus\rhombus-2305.jpg,rhombus,test
Database\test\rhombus\rhombus-2306.jpg,rhombus,test
Database\test\rhombus\rhombus-2307.jpg,rhombus,test
Database\test\rhombus\rhombus-2308.jpg,rhombus,test
Database\test\rhombus\rhombus-2309.jpg,rhombus,test
Database\test\rhombus\rhombus-2310.jpg,rhombus,test
Database\test\rhombus\rhombus-2311.jpg,rhombus,test
Database\test\rhombus\rhombus-2312.jpg,rhombus,test
Database\test\rhombus\rhombus-2313.jpg,rhombus,test
Database\test\rhombus\rhombus-2314.jpg,rhombus,test
Database\test\rhombus\rhombus-2315.jpg,rhombus,test
Database\test\rhombus\rhombus-2316.jpg,rhombus,test
Database\test\rhombus\rhombus-2317.jpg,rhombus,test
Database\test\rhombus\rhombus-2318.jpg,rhombus,test
Database\test\rhombus\rhombus-2319.jpg,rhombus,test
Database\test\rhombus\rhombus-2320.jpg,rhombus,test
Database\test\rhombus\rhombus-2321.jpg,rhombus,test
Database\test\rhombus\rhombus-2322.jpg,rhombus,test
Database\test\rhombus\rhombus-2323.jpg,rhombus,test
Database\test\rhombus\rhombus-2324.jpg,rhombus,test
Database\test\rhombus\rhombus-2325.jpg,rhombus,test
Database\test\rhombus\rhombus-2326.jpg,rhombus,test
Database\test\rhombus\rhombus-2327.jpg,rhombus,test
Database\test\rhombus\rhombus-2328.jpg,rhombus,test
Database\test\rhombus\rhombus-2329.jpg,rhombus,test
Database\test\rhombus\rhombus-2330.jpg,rhombus,test
Database\test\rhombus\rhombus-2331.jpg,rhombus,test
Database\test\rhombus\rhombus-2332.jpg,rhombus,test
Database\test\rhombus\rhombus-2333.jpg,rhombus,test
Database\test\rhombus\rhombus-2334.jpg,rhombus,test
Database\test\rhombus\rhombus-2335.jpg,rhombus,test
Database\test\rhombus\rhombus-2336.jpg,rhombus,test
Database\test\rhombus\rhombus-2337.jpg,rhombus,test
Database\test\rhombus\rhombus-2338.jpg,rhombus,test
Database\test\rhombus\rhombus-2339.jpg,rhombus,test
Database\test\rhombus\rhombus-2340.jpg,rhombus,test
Database\test\rhombus\rhombus-2341.jpg,rhombus,test
Database\test\rhombus\rhombus-2342.jpg,rhombus,test
Database\test\rhombus\rhombus-2343.jpg,rhombus,test
Database\test\rhombus\rhombus-2344.jpg,rhombus,test
Database\test\rhombus\rhombus-2345.jpg,rhombus,test
Database\test\rhombus\rhombus-2346.jpg,rhombus,test
Database\test\rhombus\rhombus-2347.jpg,rhombus,test
Database\test\rhombus\rhombus-2348.jpg,rhombus,test
Database\test\rhombus\rhombus-2349.jpg,rhombus,test
Database\test\rhombus\rhombus-2350.jpg,rhombus,test
Database\test\rhombus\rhombus-2351.jpg,rhombus,test
Database\test\rhombus\rhombus-2352.jpg,rhombus,test
Database\test\rhombus\rhombus-2353.jpg,rhombus,test
Database\test\rhombus\rhombus-2354.jpg,rhombus,test
Database\test\rhombus\rhombus-2355.jpg,rhombus,test
Database\test\rhombus\rhombus-2356.jpg,rhombus,test
Database\test\rhombus\rhombus-2357.jpg,rhombus,test
Database\test\rhombus\rhombus-2358.jpg,rhombus,test
Database\test\rhombus\rhombus-2359.jpg,rhombus,test
Database\test\rhombus\rhombus-2360.jpg,rhombus,test
Database\test\rhombus\rhombus-2361.jpg,rhombus,test
Database\test\rhombus\rhombus-2362.jpg,rhombus,test
Database\test\rhombus\rhombus-2363.jpg,rhombus,test
Database\test\rhombus\rhombus-2364.jpg,rhombus,test
Database\test\rhombus\rhombus-2365.jpg,rhombus,test
Database\test\rhombus\rhombus-2366.jpg,rhombus,test
Database\test\rhombus\rhombus-2367.jpg,rhombus,test
Database\test\rhombus\rhombus-2368.jpg,rhombus,test
Database\test\rhombus\rhombus-2369.jpg,rhombus,test
Database\test\rhombus\rhombus-2370.jpg,rhombus,test
Database\test\rhombus\rhombus-2371.jpg,rhombus,test
Database\test\rhombus\rhombus-2372.jpg,rhombus,test
Database\test\rhombus\rhombus-2373.jpg,rhombus,test
Database\test\rhombus\rhombus-2374.jpg,rhombus,test
Database\test\rhombus\rhombus-2375.jpg,rhombus,test
Database\test\rhombus\rhombus-2376.jpg,rhombus,test
Database\test\rhombus\rhombus-2377.jpg,rhombus,test
Database\test\rhombus\rhombus-2378.jpg,rhombus,test
Database\test\rhombus\rhombus-2379.jpg,rhombus,test
Database\test\rhombus\rhombus-2380.jpg,rhombus,test
Database\test\rhombus\rhombus-2381.jpg,rhombus,test
Database\test\rhombus\rhombus-2382.jpg,rhombus,test
Database\test\rhombus\rhombus-2383.jpg,rhombus,test
Database\test\rhombus\rhombus-2384.jpg,rhombus,test
Database\test\rhombus\rhombus-2385.jpg,rhombus,test
Database\test\rhombus\rhombus-2386.jpg,rhombus,test
Database\test\rhombus\rhombus-2387.jpg,rhombus,test
Database\test\rhombus\rhombus-2388.jpg,rhombus,test
Database\test\rhombus\rhombus-2389.jpg,rhombus,test
Database\test\rhombus\rhombus-2390.jpg,rhombus,test
Database\test\rhombus\rhombus-2391.jpg,rhombus,test
Database\test\rhombus\rhombus-2392.jpg,rhombus,test
Database\test\rhombus\rhombus-2393.jpg,rhombus,test
Database\test\rhombus\rhombus-2394.jpg,rhombus,test
Database\test\rhombus\rhombus-2395.jpg,rhombus,test
Database\test\rhombus\rhombus-2396.jpg,rhombus,test
Database\test\rhombus\rhombus-2397.jpg,rhombus,test
Database\test\rhombus\rhombus-2398.jpg,rhombus,test
Database\test\rhombus\rhombus-2399.jpg,rhombus,test
Database\test\rhombus\rhombus-2400.jpg,rhombus,test
Database\test\rhombus\rhombus-2401.jpg,rhombus,test
Database\test\rhombus\rhombus-2402.jpg,rhombus,test
Database\test\rhombus\rhombus-2403.jpg,rhombus,test
Database\test\rhombus\rhombus-2404.jpg,rhombus,test
Database\test\rhombus\rhombus-2405.jpg,rhombus,test
Database\test\rhombus\rhombus-2406.jpg,rhombus,test
Database\test\rhombus\rhombus-2407.jpg,rhombus,test
Database\test\rhombus\rhombus-2408.jpg,rhombus,test
Database\test\rhombus\rhombus-2409.jpg,rhombus,test
Database\test\rhombus\rhombus-2410.jpg,rhombus,test
Database\test\rhombus\rhombus-2411.jpg,rhombus,test
Database\test\rhombus\rhombus-2412.jpg,rhombus,test
Database\test\rhombus\rhombus-2413.jpg,rhombus,test
Database\test\rhombus\rhombus-2414.jpg,rhombus,test
Database\test\rhombus\rhombus-2415.jpg,rhombus,test
Database\test\rhombus\rhombus-2416.jpg,rhombus,test
Database\test\rhombus\rhombus-2417.jpg,rhombus,test
Database\test\rhombus\rhombus-2418.jpg,rhombus,test
Database\test\rhombus\rhombus-2419.jpg,rhombus,test
Database\test\rhombus\rhombus-2420.jpg,rhombus,test
Database\test\rhombus\rhombus-2421.jpg,rhombus,test
Database\test\rhombus\rhombus-2422.jpg,rhombus,test
Database\test\rhombus\rhombus-2423.jpg,rhombus,test
Database\test\rhombus\rhombus-2424.jpg,rhombus,test
Database\test\rhombus\rhombus-2425.jpg,rhombus,test
Database\test\rhombus\rhombus-2426.jpg,rhombus,test
Database\test\rhombus\rhombus-2427.jpg,rhombus,test
Database\test\rhombus\rhombus-2428.jpg,rhombus,test
Database\test\rhombus\rhombus-2429.jpg,rhombus,test
Database\test\rhombus\rhombus-2430.jpg,rhombus,test
Database\test\rhombus\rhombus-2431.jpg,rhombus,test
Database\test\rhombus\rhombus-2432.jpg,rhombus,test
Database\test\rhombus\rhombus-2433.jpg,rhombus,test
Database\test\rhombus\rhombus-2434.jpg,rhombus,test
Database\test\rhombus\rhombus-2435.jpg,rhombus,test
Database\test\rhombus\rhombus-2436.jpg,rhombus,test
Database\test\rhombus\rhombus-2437.jpg,rhombus,test
Database\test\rhombus\rhombus-2438.jpg,rhombus,test
Database\test\rhombus\rhombus-2439.jpg,rhombus,test
Database\test\rhombus\rhombus-2440.jpg,rhombus,test
Database\test\rhombus\rhombus-2441.jpg,rhombus,test
Database\test\rhombus\rhombus-2442.jpg,rhombus,test
Database\test\rhombus\rhombus-2443.jpg,rhombus,test
Database\test\rhombus\rhombus-2444.jpg,rhombus,test
Database\test\rhombus\rhombus-2445.jpg,rhombus,test
Database\test\rhombus\rhombus-2446.jpg,rhombus,test
Database\test\rhombus\rhombus-2447.jpg,rhombus,test
Database\test\rhombus\rhombus-2448.jpg,rhombus,test
Database\test\rhombus\rhombus-2449.jpg,rhombus,test
Database\test\rhombus\rhombus-2450.jpg,rhombus,test
Database\test\rhombus\rhombus-2451.jpg,rhombus,test
Database\test\rhombus\rhombus-2452.jpg,rhombus,test
Database\test\rhombus\rhombus-2453.jpg,rhombus,test
Database\test\rhombus\rhombus-2454.jpg,rhombus,test
Database\test\rhombus\rhombus-2455.jpg,rhombus,test
Database\test\rhombus\rhombus-2456.jpg,rhombus,test
Database\test\rhombus\rhombus-2457.jpg,rhombus,test
Database\test\rhombus\rhombus-2458.jpg,rhombus,test
Database\test\rhombus\rhombus-2459.jpg,rhombus,test
Database\test\rhombus\rhombus-2460.jpg,rhombus,test
Database\test\rhombus\rhombus-2461.jpg,rhombus,test
Database\test\rhombus\rhombus-2462.jpg,rhombus,test
Database\test\rhombus\rhombus-2463.jpg,rhombus,test
Database\test\rhombus\rhombus-2464.jpg,rhombus,test
Database\test\rhombus\rhombus-2465.jpg,rhombus,test
Database\test\rhombus\rhombus-2466.jpg,rhombus,test
Database\test\rhombus\rhombus-2467.jpg,rhombus,test
Database\test\rhombus\rhombus-2468.jpg,rhombus,test
Database\test\rhombus\rhombus-2469.jpg,rhombus,test
Database\test\rhombus\rhombus-2470.jpg,rhombus,test
Database\test\rhombus\rhombus-2471.jpg,rhombus,test
Database\test\rhombus\rhombus-2472.jpg,rhombus,test
Database\test\rhombus\rhombus-2473.jpg,rhombus,test
Database\test\rhombus\rhombus-2474.jpg,rhombus,test
Database\test\rhombus\rhombus-2475.jpg,rhombus,test
Database\test\rhombus\rhombus-2476.jpg,rhombus,test
Database\test\rhombus\rhombus-2477.jpg,rhombus,test
Database\test\rhombus\rhombus-2478.jpg,rhombus,test
Database\test\rhombus\rhombus-2479.jpg,rhombus,test
Database\test\rhombus\rhombus-2480.jpg,rhombus,test
Database\test\rhombus\rhombus-2481.jpg,rhombus,test
Database\test\rhombus\rhombus-2482.jpg,rhombus,test
Database\test\rhombus\rhombus-2483.jpg,rhombus,test
Database\test\rhombus\rhombus-2484.jpg,rhombus,test
Database\test\rhombus\rhombus-2485.jpg,rhombus,test
Database\test\rhombus\rhombus-2486.jpg,rhombus,test
Database\test\rhombus\rhombus-2487.jpg,rhombus,test
Database\test\rhombus\rhombus-2488.jpg,rhombus,test
Database\test\rhombus\rhombus-2489.jpg,rhombus,test
Database\test\rhombus\rhombus-2490.jpg,rhombus,test
Database\test\rhombus\rhombus-2491.jpg,rhombus,test
Database\test\rhombus\rhombus-2492.jpg,rhombus,test
Database\test\rhombus\rhombus-2493.jpg,rhombus,test
Database\test\rhombus\rhombus-2494.jpg,rhombus,test
Database\test\rhombus\rhombus-2495.jpg,rhombus,test
Database\test\rhombus\rhombus-2496.jpg,rhombus,test
Database\test\rhombus\rhombus-2497.jpg,rhombus,test
Database\test\rhombus\rhombus-2498.jpg,rhombus,test
Database\test\rhombus\rhombus-2499.jpg,rhombus,test
Database\test\square\square-2000.jpg,square,test
Database\test\square\square-2001.jpg,square,test
Database\test\square\square-2002.jpg,square,test
Database\test\square\square-2003.jpg,square,test
Database\test\square\square-2004.jpg,square,test
Database\test\square\square-2005.jpg,square,test
Database\test\square\square-2006.jpg,square,test
Database\test\square\square-2007.jpg,square,test
Database\test\square\square-2008.jpg,square,test
Database\test\square\square-2009.jpg,square,test
Database\test\square\square-2010.jpg,square,test
Database\test\square\square-2011.jpg,square,test
Database\test\square\square-2012.jpg,square,test
Database\test\square\square-2013.jpg,square,test
Database\test\square\square-2014.jpg,square,test
Database\test\square\square-2015.jpg,square,test
Database\test\square\square-2016.jpg,square,test
Database\test\square\square-2017.jpg,square,test
Database\test\square\square-2018.jpg,square,test
Database\test\square\square-2019.jpg,square,test
Database\test\square\square-2020.jpg,square,test
Database\test\square\square-2021.jpg,square,test
Database\test\square\square-2022.jpg,square,test
Database\test\square\square-2023.jpg,square,test
Database\test\square\square-2024.jpg,square,test
Database\test\square\square-2025.jpg,square,test
Database\test\square\square-2026.jpg,square,test
Database\test\square\square-2027.jpg,square,test
Database\test\square\square-2028.jpg,square,test
Database\test\square\square-2029.jpg,square,test
Database\test\square\square-2030.jpg,square,test
Database\test\square\square-2031.jpg,square,test
Database\test\square\square-2032.jpg,square,test
Database\test\square\square-2033.jpg,square,test
Database\test\square\square-2034.jpg,square,test
Database\test\square\square-2035.jpg,square,test
Database\test\square\square-2036.jpg,square,test
